variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
hpo_with_rl,1_Brandimarte_14_workers.fjs,9,1008,1438.4842321933593,681.0,15.756663312573028,2.1123116478610267,1295664,3347004,129602.37225222588,32750
hpo_with_rl,1_Brandimarte_14_workers.fjs,10,1009,1537.8899620521927,729.0,13.955413178783068,2.10958842531165,406032,2981244,129601.93874692917,35384
hpo_with_rl,1_Brandimarte_7_workers.fjs,1,1000,392.3073625007997,186.0,5.158922187103295,2.1091793682838693,4686960,4999992,129600.9913122654,86548
hpo_with_rl,1_Brandimarte_7_workers.fjs,2,1001,370.4713988105543,173.0,8.30459855649603,2.1414531723153427,134448,4999992,129600.41848611832,86376
hpo_with_rl,1_Brandimarte_7_workers.fjs,3,1002,364.4803387792582,171.0,5.883726412738403,2.1314639694693462,556548,4999992,129600.83772802353,80811
hpo_with_rl,1_Brandimarte_7_workers.fjs,4,1003,365.5325938062238,171.0,6.529465552784882,2.1376175076387356,598728,4999992,129600.05010485649,86893
hpo_with_rl,1_Brandimarte_7_workers.fjs,5,1004,350.0342442861516,165.0,4.659912917165093,2.1214196623403128,2773164,4999992,129600.52750515938,88155
hpo_with_rl,1_Brandimarte_7_workers.fjs,6,1005,369.46778261415506,175.0,4.804799053647254,2.111244472080886,339948,4999992,129600.03007411957,87895
hpo_with_rl,1_Brandimarte_7_workers.fjs,7,1006,380.44837465377833,179.0,7.561060019993381,2.125409914266918,150588,4999992,129601.1182141304,80554
hpo_with_rl,1_Brandimarte_7_workers.fjs,8,1007,363.43291851378467,172.0,5.293738663380356,2.112982084382469,1588440,4999992,129600.04516768456,87777
hpo_with_rl,1_Brandimarte_7_workers.fjs,9,1008,357.4311005038419,168.0,5.517163458321219,2.12756607442763,4552404,4999992,129600.71592998505,82469
hpo_with_rl,1_Brandimarte_7_workers.fjs,10,1009,392.7588757179376,185.0,8.185828065346616,2.1230209498266897,3985584,4999992,129600.53839349747,87162
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,1,1000,2844.3080983602367,1346.0,42.56411732131875,2.113156090906565,3149196,4999992,129600.51924180984,84217
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,2,1001,2814.7820477385094,1342.0,36.670379097143304,2.0974530907142395,407568,4999992,129600.06433558464,87460
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,3,1002,2709.137845774911,1275.0,43.28540122694593,2.1248139966862047,418416,4999992,129600.89258146286,81188
