variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,8,1007,2350.3695722627576,1106.0,42.06731487992187,2.125108112353307,509840,5000000,83656.31144475937,75417
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,9,1008,2332.7111274362474,1095.0,43.2513265632649,2.1303297967454315,2348580,5000000,60868.84076714516,43968
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,10,1009,2381.8172890337964,1120.0,37.82234298844333,2.126622579494461,973870,5000000,86618.03774237633,80580
competition_with_rl,2c_Hurink_rdata_38_workers.fjs,1,1000,4451.499701256308,2093.0,48.59284747395901,2.126851266725422,156550,1262460,129600.00215744972,77979
competition_with_rl,2c_Hurink_rdata_38_workers.fjs,2,1001,4306.225807585931,2027.0,52.75958721489918,2.1244330575164927,803200,1813900,129600.07943725586,72780
competition_with_rl,2c_Hurink_rdata_38_workers.fjs,3,1002,4456.888178037291,2095.0,49.39715357767406,2.127392925077466,1074020,1205760,129600.76420116425,78687
competition_with_rl,2c_Hurink_rdata_38_workers.fjs,4,1003,4537.478808576783,2138.0,47.778082269294146,2.1223006588291784,221650,1292010,129600.16657567024,77696
competition_with_rl,2c_Hurink_rdata_38_workers.fjs,5,1004,4652.260848467068,2198.0,44.04138123078026,2.1165881931151356,281450,1036680,129601.07824993134,81020
competition_with_rl,2c_Hurink_rdata_38_workers.fjs,6,1005,4488.9389977814435,2117.0,41.382741737845535,2.1204246564862745,719810,1137350,129600.36661505699,79967
competition_with_rl,2c_Hurink_rdata_38_workers.fjs,7,1006,4777.227078440162,2240.0,61.570377924760386,2.1326906600179294,221290,1069120,129600.29990887642,79884
competition_with_rl,2c_Hurink_rdata_38_workers.fjs,8,1007,4564.6332485991625,2152.0,47.559900794800754,2.1211121043676404,1449530,1965880,129600.11130523682,71916
competition_with_rl,2c_Hurink_rdata_38_workers.fjs,9,1008,4630.810724729334,2183.0,51.28319834664247,2.121305874818751,227100,2258470,129601.28895545006,69554
